var_readable,var_topic,var_pretty,var_database,data_source_label,is_demographics,is_community_living,is_community_participation,is_work_economic,display,display_type,national_dropdown_label,national_summary_text,var_base,var_coding,universe_note,pct_definition
pct_cni_racemulti_nodis,Multiple Races,"% WITHOUT a disability, Two or More Races",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,"According to the U.S. Census Bureau, People who identify with more than one race may choose to provide multiple races in response to the race question. For example, if a respondent identifies as ""Asian"" and ""White,"" they may respond to the question on race by checking the appropriate boxes that describe their racial identities and/or writing in these identities on the spaces provided",NA,NA,,"Of the two-or-more-races segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pct_cni_racemulti_and_dis,Multiple Races,"% of Population, Two or more races and Disabled",S1810_C02_010,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,"According to the U.S. Census Bureau, People who identify with more than one race may choose to provide multiple races in response to the race question. For example, if a respondent identifies as ""Asian"" and ""White,"" they may respond to the question on race by checking the appropriate boxes that describe their racial identities and/or writing in these identities on the spaces provided",NA,NA,,
pop_cni_hisp_dis,Hispanic,"# WITH a disability, Hispanic",S1810_C02_012,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_hisp_nodis,Hispanic,"# WITHOUT a disability, Hispanic",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_dis_hisp,Hispanic,"% WITH Disabilities, Hispanic",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,"According to the U.S. Census Bureau, Hispanic or Latino is defined as a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin regardless of race.",NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty), grouped by Hispanic origin (of any race). Figures compare Hispanic residents with and without disabilities and show what share of the Hispanic population reports a disability.","Of the state's civilian noninstitutionalized population with disabilities, the share who are Hispanic (of any race)."
pct_cni_hisp_dis,Hispanic,"% WITH a disability, Hispanic",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Ethnicity: Hispanic,"According to the U.S. Census Bureau, Hispanic or Latino is defined as a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin regardless of race.",NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are of Hispanic or Latino origin, of any race. The map shows the share of this group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same group into those with and without a disability, as both counts and percentages.","Of the Hispanic segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_hisp_nodis,Hispanic,"% WITHOUT a disability, Hispanic",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,"According to the U.S. Census Bureau, Hispanic or Latino is defined as a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin regardless of race.",NA,NA,,"Of the Hispanic segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pct_cni_hisp_and_dis,Hispanic,"% of Population, Hispanic and Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,"According to the U.S. Census Bureau, Hispanic or Latino is defined as a person of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin regardless of race.",NA,NA,,
pop_cni_18to34_all,Age 18-34,"Population, Age 18 - 34",S1810_C01_015,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_cni_35to64_all,Age 35-64,"Population, Age 35 - 64",S1810_C01_016,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_cni_under5_dis,Age Under 5,"# WITH a disability, Age Under 5",S1810_C02_013,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_under5_nodis,Age Under 5,"# WITHOUT a disability, Age Under 5",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_under5_dis,Age Under 5,"% WITH a disability, Age Under 5",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: Under 5,"People under 5 years old. The Census Bureau asks only about hearing and vision difficulty at this age, so this disability rate runs far below the older age groups and is not comparable to them.",NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are under 5 years old. For children this young the Census Bureau asks only about hearing and vision difficulty — two of the six disability types it measures — so this rate runs far below the older age groups and should not be compared with them. The map shows the share of this age group that reports a hearing or vision difficulty. The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the under-5 segment of the state's civilian noninstitutionalized population, the share who report a hearing or vision difficulty (the only two of the six disability types the Census Bureau measures at this age)."
pct_cni_under5_nodis,Age Under 5,"% WITHOUT a disability, Age Under 5",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,"People under 5 years old. The Census Bureau asks only about hearing and vision difficulty at this age, so this disability rate runs far below the older age groups and is not comparable to them.",NA,NA,,"Of the under-5 segment of the state's civilian noninstitutionalized population, the share who report neither a hearing nor a vision difficulty."
pop_cni_5to17_dis,Age 5-17,"# WITH a disability, Age 5-17",S1810_C02_014,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_5to17_nodis,Age 5-17,"# WITHOUT a disability, Age 5-17",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_5to17_dis,Age 5-17,"% WITH a disability, Age 5-17",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: 5-17,People ages 5 to 17.,NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are ages 5 to 17. The map shows the share of this age group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the ages 5 to 17 segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_5to17_nodis,Age 5-17,"% WITHOUT a disability, Age 5-17",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,People ages 5 to 17.,NA,NA,,"Of the ages 5 to 17 segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pop_cni_18to34_dis,Age 18-34,"# WITH a disability, Age 18-34",S1810_C02_015,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_18to34_nodis,Age 18-34,"# WITHOUT a disability, Age 18-34",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_18to34_dis,Age 18-34,"% WITH a disability, Age 18-34",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: 18-34,People ages 18 to 34.,NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are ages 18 to 34. The map shows the share of this age group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the ages 18 to 34 segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_18to34_nodis,Age 18-34,"% WITHOUT a disability, Age 18-34",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,People ages 18 to 34.,NA,NA,,"Of the ages 18 to 34 segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pop_cni_35to64_dis,Age 35-64,"# WITH a disability, Age 35-64",S1810_C02_016,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_35to64_nodis,Age 35-64,"# WITHOUT a disability, Age 35-64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_35to64_dis,Age 35-64,"% WITH a disability, Age 35-64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: 35-64,People ages 35 to 64.,NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are ages 35 to 64. The map shows the share of this age group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the ages 35 to 64 segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_35to64_nodis,Age 35-64,"% WITHOUT a disability, Age 35-64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,People ages 35 to 64.,NA,NA,,"Of the ages 35 to 64 segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pop_cni_18to64_dis,Age 18-64,"# WITH a disability, Age 18-64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_18to64_nodis,Age 18-64,"# WITHOUT a disability, Age 18-64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_dis_18to64,Age 18-64,"% of Disabled Population, Age 18 - 64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty), grouped by age. Figures show how the population with disabilities breaks out by age and what share of the 18-to-64 age group reports a disability.","Of the state's civilian noninstitutionalized population with disabilities, the share who are ages 18 to 64."
pct_cni_18to64_dis,Age 18-64,"% WITH a disability, Age 18-64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: 18-64,"Working-age adults, ages 18 to 64 (the Census Bureau's 18-to-34 and 35-to-64 bands combined).",NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are ages 18 to 64. The map shows the share of this age group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the ages 18 to 64 segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_18to64_nodis,Age 18-64,"% WITHOUT a disability, Age 18-64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,"Working-age adults, ages 18 to 64 (the Census Bureau's 18-to-34 and 35-to-64 bands combined).",NA,NA,,"Of the ages 18 to 64 segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pct_18to64_and_dis,Age 18-64,"% of Population, Age 18 - 64 and Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,,NA,NA,NA,,
pop_cni_65to74_all,Age 65-74,"Population, Age 65 - 74",S1810_C01_017,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_cni_75plus_all,Age 75+,"Population, Age 75 or Older",S1810_C01_018,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_cni_65to74_dis,Age 65-74,"# WITH a disability, Age 65-74",S1810_C02_017,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_65to74_nodis,Age 65-74,"# WITHOUT a disability, Age 65-74",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_65to74_dis,Age 65-74,"% WITH a disability, Age 65-74",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: 65-74,People ages 65 to 74.,NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are ages 65 to 74. The map shows the share of this age group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the ages 65 to 74 segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_65to74_nodis,Age 65-74,"% WITHOUT a disability, Age 65-74",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,People ages 65 to 74.,NA,NA,,"Of the ages 65 to 74 segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pop_cni_75plus_dis,Age 75+,"# WITH a disability, Age 75 or Older",S1810_C02_018,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_75plus_nodis,Age 75+,"# WITHOUT a disability, Age 75 or Older",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_75plus_dis,Age 75+,"% WITH a disability, Age 75 or Older",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: 75+,People ages 75 and older.,NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are ages 75 and older. The map shows the share of this age group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the ages 75 and older segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_75plus_nodis,Age 75+,"% WITHOUT a disability, Age 75 or Older",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,People ages 75 and older.,NA,NA,,"Of the ages 75 and older segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pop_cni_65plus_dis,Age 65+,"# WITH a disability, Age 65 or Older",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_65plus_nodis,Age 65+,"# WITHOUT a disability, Age 65 or Older",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_dis_65plus,Age 65+,% of Disabled Population That is Age 65+,NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty), grouped by age. Figures show how the population with disabilities breaks out by age and what share of people 65 and older report a disability.","Of the state's civilian noninstitutionalized population with disabilities, the share who are ages 65 and older."
pct_cni_65plus_dis,Age 65+,"% WITH a disability, Age 65 or Older",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Age: 65+,"Older adults, ages 65 and older (the Census Bureau's 65-to-74 and 75-and-older bands combined).",NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) who are ages 65 and older. The map shows the share of this age group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same age group into those with and without a disability, as both counts and percentages.","Of the ages 65 and older segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_65plus_nodis,Age 65+,"% WITHOUT a disability, Age 65 or Older",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,"Older adults, ages 65 and older (the Census Bureau's 65-to-74 and 75-and-older bands combined).",NA,NA,,"Of the ages 65 and older segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pct_cni_65plus_and_dis,Age 65+,"% of Population, Age 65 + and Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,,NA,NA,NA,,
pop_cni_female_all,Sex Female,"Population, Female",S1810_C01_003,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_cni_female_dis,Sex Female,"# WITH a disability, Female",S1810_C02_003,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_female_nodis,Sex Female,"# WITHOUT a disability, Female",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_female_dis,Sex Female,"% WITH a disability, Female",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Sex: Female,"According to the U.S. Census, biological sex is defined as female or male.",NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) whom the Census Bureau records as female. The map shows the share of this group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same group into those with and without a disability, as both counts and percentages.","Of the female segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_female_nodis,Sex Female,"% WITHOUT a disability, Female",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,"According to the U.S. Census, biological sex is defined as female or male.",NA,NA,,"Of the female segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pct_cni_dis_female,Sex Female,"% of Disabled Population, Female",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,"Of the state's civilian noninstitutionalized population with disabilities, the share who are female."
pct_cni_female_and_dis,Sex Female,"% of Population, Female and Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_cni_male_all,Sex Male,"Population, Male",S1810_C01_002,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_cni_male_dis,Sex Male,"# WITH a disability, Male",S1810_C02_002,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pop_cni_male_nodis,Sex Male,"# WITHOUT a disability, Male",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,NA,NA,NA,,
pct_cni_male_dis,Sex Male,"% WITH a disability, Male",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,Sex: Male,"According to the U.S. Census, biological sex is defined as female or male.",NA,NA,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) whom the Census Bureau records as male. The map shows the share of this group that reports one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living). The table below splits the same group into those with and without a disability, as both counts and percentages.","Of the male segment of the state's civilian noninstitutionalized population, the share who report one or more of the six disability types the Census Bureau measures (hearing, vision, cognitive, ambulatory, self-care, or independent living)."
pct_cni_male_nodis,Sex Male,"% WITHOUT a disability, Male",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,True,standalone,NA,"According to the U.S. Census, biological sex is defined as female or male.",NA,NA,,"Of the male segment of the state's civilian noninstitutionalized population, the share who report none of the six disability types."
pct_cni_dis_male,Sex Male,"% of Disabled Population, Male",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,"Of the state's civilian noninstitutionalized population with disabilities, the share who are male."
pct_cni_male_and_dis,Sex Male,"% of Population, Male and Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),True,False,False,False,False,standalone,NA,NA,NA,NA,,
pop_grp_total_all,Overview,Population,S2601A_C01_001,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,False,standalone,NA,"The U.S. Census Bureau universe for reporting Community Living data (such as group quarters) is the noninstitutional and institutional populations, which includes persons who are inmates of institutions (e.g., penal and mental facilities, homes for the aged), and who are on active duty in the Armed Forces.",NA,NA,,
pop_grp_total_dis,Overview,WITH Disabilities,NA,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,False,standalone,NA,NA,NA,NA,,
pct_grp_total_dis,Overview,% WITH Disabilities,S2601A_C01_047,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,True,standalone,NA,"According to the U.S. Census Bureau, a person is considered to have a disability if they report one of six disability types (hearing, vision, cognitive, ambulatory, self-care, or independent living).",NA,NA,,"Of the state's total population living in group quarters (such as nursing homes, correctional facilities, and group homes), the share who report a disability."
pop_grp_home_dis,Living at Home,"# WITH Disabilities, Living at Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,comp,NA,"According to the U.S. Census, people living at home includes people living in the community alone or with their families.",NA,pos,,
pct_grp_dis_home,Living at Home,"% WITH Disabilities, Living at Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,Living in Community: Home,"According to the U.S. Census, people living at home includes people living in the community alone or with their families.",NA,pos,"The state's entire resident population — people living in ordinary households plus people living in group quarters. ""Living at home"" means living in a household rather than in any form of group quarters. Figures compare people with and without disabilities.","Of the state's population with disabilities (household and group-quarters residents combined), the share living in a household rather than in group quarters."
pop_grp_home_nodis,Living at Home,"# WITHOUT Disabilities, Living at Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,NA,NA,NA,pos,,
pct_grp_nodis_home,Living at Home,"% WITHOUT Disabilities, Living at Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,NA,NA,NA,pos,,"Of the state's population without disabilities, the share living in a household rather than in group quarters."
pop_grpquarters,Living in Group Quarters,"Population, Living in Group Quarters",S2601A_C02_001,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,False,comp,NA,NA,NA,NA,,
pop_grp_groupquarters_total_dis,Living in Group Quarters,"WITH Disabilities, Living in Group Quarters",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,False,story,NA,NA,NA,neg,,
pct_grp_groupquarters_total_dis,Living in Group Quarters,% WITH Disabilities Living in Group Quarters,S2601A_C02_047,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,True,standalone,NA,NA,NA,neg,,
pop_grp_groupquarters_total_nodis,Living in Group Quarters,"# WITHOUT Disabilities, Living in Group Quarters",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,NA,NA,NA,neg,,
pop_grp_noninstgroupquarters_total_all,Living in Non-Institutionalized Group Quarters,"Population Living in Group Quarters, Community",S2601A_C04_001,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,False,story,NA,NA,NA,pos,,
pop_grp_noninstgroupquarters_total_dis,Living in Non-Institutionalized Group Quarters,# WITH Disablities Living in Community - Non- Institutionalized Group Quarters,NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,story,NA,"According to the U.S. Census, people living in the community in group quarters include residences like group homes, missions or shelters",NA,pos,,
pct_grp_dis_noninstgroupquarters,Living in Non-Institutionalized Group Quarters,% WITH Disabilities Living in Community - Non-Institutionalized Group Quarters,NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,Living in Community: Non-Institutionalized Groupquarters,"According to the U.S. Census, people living in the community in group quarters include residences like group homes, missions or shelters",NA,pos,"The state's entire resident population. This topic isolates people living in non-institutional group quarters — settings such as group homes, shelters, and college or military housing. Figures compare residents with and without disabilities.","Of the state's population with disabilities, the share living in non-institutional group quarters such as group homes, shelters, or college or military housing."
pop_grp_noninstgroupquarters_total_nodis,Living in Non-Institutionalized Group Quarters,"# WITHOUT Disablities, Living in Community - Non-Institutionalized Group Quarters",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,NA,"According to the U.S. Census, people living in the community in group quarters include residences like group homes, missions or shelters",NA,pos,,
pct_grp_nodis_noninstgroupquarters,Living in Non-Institutionalized Group Quarters,"% WITHOUT Disabilities, Living in Community - Non-Institutionalized Group Quarters",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,NA,"According to the U.S. Census, people living in the community in group quarters include residences like group homes, missions or shelters",NA,pos,,"Of the state's population without disabilities, the share living in non-institutional group quarters such as group homes, shelters, or college or military housing."
pct_grp_noninstgroupquarters_total_dis,Living in Non-Institutionalized Group Quarters,"% Living in Community - Non-Institutionalized Group Quarters, Disabled",S2601A_C04_047,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,False,story,NA,NA,NA,pos,,
pct_grp_noninstgroupquarters_total_nodis,Living in Non-Institutionalized Group Quarters,"% Living in Community - Non-Institutionalized Group Quarters, Not Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,False,story,NA,NA,NA,pos,,
pop_grp_instgroupquarters_total_all,Living in Institutionalized Group Quarters,"Population Living in Group Quarters, Institutionalized",S2601A_C03_001,2020-2024 American Community Survey 5-Year Estimates (S2601A),False,True,False,False,False,comp,NA,NA,NA,neg,,
pop_grp_instgroupquarters_total_dis,Living in Institutionalized Group Quarters,"# WITH Disabilities Living in Group Quarters, Institutionalized",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,story,NA,"According to the U.S. Census, institutional living includes correctional facilities, nursing homes and mental hospitals.",NA,neg,,
,Living in Institutionalized Group Quarters,"% WITH Disabilities Living in Group Quarters, Institutionalized",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,story,NA,"According to the U.S. Census, institutional living includes correctional facilities, nursing homes and mental hospitals.",NA,neg,,
,Living in Institutionalized Group Quarters,"% Living in Group Quarters, Institutionalized, with Disabilities",S2601A_C03_047,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,False,story,NA,NA,NA,neg,,
pop_grp_nursing_total_all,Living in Nursing Home,Population Living in Nursing Homes,S2602_C04_001,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,False,comp,NA,NA,NA,neg,,
pop_grp_nursing_18to64_all,Living in Nursing Home Age 18-64,"Population Living in Nursing Homes, Age 18 - 64",S2602_C01_047,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,False,story,NA,NA,NA,neg,,
pop_grp_18to64_dis,Living in Nursing Home Age 18-64,"# WITH Disabilities, Age 18 - 64",NA,2020-2024 American Community Survey 5-Year Estimates (S1810),False,True,False,False,False,story,NA,NA,NA,NA,,
pct_cni_18to64_dis,Living in Nursing Home Age 18-64,"% WITH Disabilities, Age 18 - 64",S2602_C01_048,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,False,story,NA,NA,NA,NA,,"Of the ages-18-to-64 segment of the state's civilian noninstitutionalized population, the share who report a disability."
