GEOID,NAME,ABBR,year,indicator_id,category,dimension,indicator_label,value_pwd,value_pwod,value_raw,direction,transform,weight,source_status,notes
01,Alabama,AL,2024,rel_score_int,CP,relative,Internet Access: Relative,85.9615244973336,NA,85.9615244973336,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
02,Alaska,AK,2024,rel_score_int,CP,relative,Internet Access: Relative,92.42572156196944,NA,92.42572156196944,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
04,Arizona,AZ,2024,rel_score_int,CP,relative,Internet Access: Relative,91.1519784319822,NA,91.1519784319822,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
05,Arkansas,AR,2024,rel_score_int,CP,relative,Internet Access: Relative,85.40936382229698,NA,85.40936382229698,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
06,California,CA,2024,rel_score_int,CP,relative,Internet Access: Relative,92.19978110249664,NA,92.19978110249664,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
08,Colorado,CO,2024,rel_score_int,CP,relative,Internet Access: Relative,92.42747813016591,NA,92.42747813016591,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
09,Connecticut,CT,2024,rel_score_int,CP,relative,Internet Access: Relative,90.16378558543491,NA,90.16378558543491,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
10,Delaware,DE,2024,rel_score_int,CP,relative,Internet Access: Relative,92.08368019110355,NA,92.08368019110355,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
11,District of Columbia,DC,2024,rel_score_int,CP,relative,Internet Access: Relative,86.74618120945804,NA,86.74618120945804,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
12,Florida,FL,2024,rel_score_int,CP,relative,Internet Access: Relative,91.58108281151745,NA,91.58108281151745,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
13,Georgia,GA,2024,rel_score_int,CP,relative,Internet Access: Relative,89.79744850197334,NA,89.79744850197334,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
15,Hawaii,HI,2024,rel_score_int,CP,relative,Internet Access: Relative,91.45208268529254,NA,91.45208268529254,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
16,Idaho,ID,2024,rel_score_int,CP,relative,Internet Access: Relative,92.34901681379851,NA,92.34901681379851,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
17,Illinois,IL,2024,rel_score_int,CP,relative,Internet Access: Relative,88.8358404892398,NA,88.8358404892398,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
18,Indiana,IN,2024,rel_score_int,CP,relative,Internet Access: Relative,88.8167213132121,NA,88.8167213132121,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
19,Iowa,IA,2024,rel_score_int,CP,relative,Internet Access: Relative,88.43781946006605,NA,88.43781946006605,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
20,Kansas,KS,2024,rel_score_int,CP,relative,Internet Access: Relative,88.75753130402892,NA,88.75753130402892,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
21,Kentucky,KY,2024,rel_score_int,CP,relative,Internet Access: Relative,87.88865108334265,NA,87.88865108334265,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
22,Louisiana,LA,2024,rel_score_int,CP,relative,Internet Access: Relative,85.3625048790276,NA,85.3625048790276,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
23,Maine,ME,2024,rel_score_int,CP,relative,Internet Access: Relative,89.04019695904908,NA,89.04019695904908,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
24,Maryland,MD,2024,rel_score_int,CP,relative,Internet Access: Relative,91.32094085881926,NA,91.32094085881926,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
25,Massachusetts,MA,2024,rel_score_int,CP,relative,Internet Access: Relative,90.41290906276005,NA,90.41290906276005,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
26,Michigan,MI,2024,rel_score_int,CP,relative,Internet Access: Relative,89.18280018637039,NA,89.18280018637039,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
27,Minnesota,MN,2024,rel_score_int,CP,relative,Internet Access: Relative,90.24948005382971,NA,90.24948005382971,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
28,Mississippi,MS,2024,rel_score_int,CP,relative,Internet Access: Relative,82.89246132285027,NA,82.89246132285027,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
29,Missouri,MO,2024,rel_score_int,CP,relative,Internet Access: Relative,88.36704218473419,NA,88.36704218473419,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
30,Montana,MT,2024,rel_score_int,CP,relative,Internet Access: Relative,87.89569212804305,NA,87.89569212804305,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
31,Nebraska,NE,2024,rel_score_int,CP,relative,Internet Access: Relative,89.16023095892402,NA,89.16023095892402,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
32,Nevada,NV,2024,rel_score_int,CP,relative,Internet Access: Relative,92.39817508443794,NA,92.39817508443794,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
33,New Hampshire,NH,2024,rel_score_int,CP,relative,Internet Access: Relative,92.98981090199858,NA,92.98981090199858,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
34,New Jersey,NJ,2024,rel_score_int,CP,relative,Internet Access: Relative,90.4234773761583,NA,90.4234773761583,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
35,New Mexico,NM,2024,rel_score_int,CP,relative,Internet Access: Relative,85.40811829103576,NA,85.40811829103576,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
36,New York,NY,2024,rel_score_int,CP,relative,Internet Access: Relative,89.06533238990532,NA,89.06533238990532,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
37,North Carolina,NC,2024,rel_score_int,CP,relative,Internet Access: Relative,87.9924872011778,NA,87.9924872011778,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
38,North Dakota,ND,2024,rel_score_int,CP,relative,Internet Access: Relative,87.77511318302031,NA,87.77511318302031,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
39,Ohio,OH,2024,rel_score_int,CP,relative,Internet Access: Relative,88.62498421671184,NA,88.62498421671184,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
40,Oklahoma,OK,2024,rel_score_int,CP,relative,Internet Access: Relative,88.08838527249102,NA,88.08838527249102,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
41,Oregon,OR,2024,rel_score_int,CP,relative,Internet Access: Relative,92.37420700443208,NA,92.37420700443208,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
42,Pennsylvania,PA,2024,rel_score_int,CP,relative,Internet Access: Relative,87.78531079772256,NA,87.78531079772256,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
44,Rhode Island,RI,2024,rel_score_int,CP,relative,Internet Access: Relative,89.33756899605146,NA,89.33756899605146,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
45,South Carolina,SC,2024,rel_score_int,CP,relative,Internet Access: Relative,87.5856640548781,NA,87.5856640548781,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
46,South Dakota,SD,2024,rel_score_int,CP,relative,Internet Access: Relative,88.16582535975289,NA,88.16582535975289,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
47,Tennessee,TN,2024,rel_score_int,CP,relative,Internet Access: Relative,86.68647050844282,NA,86.68647050844282,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
48,Texas,TX,2024,rel_score_int,CP,relative,Internet Access: Relative,90.04225920908577,NA,90.04225920908577,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
49,Utah,UT,2024,rel_score_int,CP,relative,Internet Access: Relative,94.10629669156884,NA,94.10629669156884,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
50,Vermont,VT,2024,rel_score_int,CP,relative,Internet Access: Relative,88.98492324247593,NA,88.98492324247593,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
51,Virginia,VA,2024,rel_score_int,CP,relative,Internet Access: Relative,88.3494463799503,NA,88.3494463799503,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
53,Washington,WA,2024,rel_score_int,CP,relative,Internet Access: Relative,93.05291525403695,NA,93.05291525403695,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
54,West Virginia,WV,2024,rel_score_int,CP,relative,Internet Access: Relative,84.79776595616353,NA,84.79776595616353,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
55,Wisconsin,WI,2024,rel_score_int,CP,relative,Internet Access: Relative,89.06853112373385,NA,89.06853112373385,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
56,Wyoming,WY,2024,rel_score_int,CP,relative,Internet Access: Relative,89.60347502327025,NA,89.60347502327025,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
72,Puerto Rico,PR,2024,rel_score_int,CP,relative,Internet Access: Relative,79.0947595532266,NA,79.0947595532266,higher_better,none,1,acs_ready,"2020-2024 ACS 5-year PUMS, variable ACCESSINET, counting codes 1 and 2 both as yes, which are access with a paid subscription and access without paying. Person weighted with PWGTP. Households the Census suppressed for data year 2024, code 8, appear in Pennsylvania only and are excluded from all three technology indicators so the shared universe holds. Rebuilt 7 August 2026. See ADA-PARC-Website-Design/docs/tech-access-rebuild-plan.qmd."
000,United States,USA,2024,eq_score_int,CP,equity,Internet Access: Equity,89.57302204046493,96.56920052748448,6.996178487019549,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
01,Alabama,AL,2024,eq_score_int,CP,equity,Internet Access: Equity,85.9615244973336,94.87133917088065,8.909814673547046,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
02,Alaska,AK,2024,eq_score_int,CP,equity,Internet Access: Equity,92.42572156196944,96.62156519517862,4.195843633209179,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
04,Arizona,AZ,2024,eq_score_int,CP,equity,Internet Access: Equity,91.1519784319822,96.41630201074672,5.264323578764518,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
05,Arkansas,AR,2024,eq_score_int,CP,equity,Internet Access: Equity,85.40936382229698,94.43103638737253,9.021672565075548,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
06,California,CA,2024,eq_score_int,CP,equity,Internet Access: Equity,92.19978110249664,97.6715095680982,5.471728465601558,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
08,Colorado,CO,2024,eq_score_int,CP,equity,Internet Access: Equity,92.42747813016591,97.87552638929648,5.448048259130573,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
09,Connecticut,CT,2024,eq_score_int,CP,equity,Internet Access: Equity,90.16378558543491,97.64656714648079,7.482781561045883,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
10,Delaware,DE,2024,eq_score_int,CP,equity,Internet Access: Equity,92.08368019110355,96.90597543018119,4.822295239077633,lower_better,none,1,acs_ready,"Gap between the disability and non-disability shares within one PUMS household universe. Source, weighting and universe as for rel_score_int."
